TABLA	CAMPO	TIPO_CODIGO	TIPO_DATO	LONGITUD	ESCALA	NULLABLE	POSICION	DESCRIPCION
AUXILIAR11	NUMDEPTO	7	SMALLINT	2	0	NO	10	Numero depto
AUXILIAR11	TIPCAMBIO	27	DOUBLE PRECISION	8	0	NO	11	Tipo cambio
AUXILIAR11	CONTRAPAR	7	SMALLINT	2	0	NO	12	Contrapartida
AUXILIAR11	ORDEN	8	INTEGER	4	0	NO	13	orden de la partida
AUXILIAR11	CCOSTOS	8	INTEGER	4	0	NO	14	Centro de costos
AUXILIAR11	CGRUPOS	8	INTEGER	4	0	NO	15	Grupos
AUXILIAR11	IDINFADIPAR	8	INTEGER	4	0	NO	16	numero de registro de forma de pago
AUXILIAR11	IDUUID	8	INTEGER	4	0	NO	17	Numero de registro de comprobantes
AUXILIAR12	TIPO_POLI	37	VARCHAR	2	0	SI	0	Tipo
AUXILIAR12	NUM_POLIZ	37	VARCHAR	5	0	SI	1	Numero
AUXILIAR12	NUM_PART	27	DOUBLE PRECISION	8	0	SI	2	Numero de la partida
AUXILIAR12	PERIODO	7	SMALLINT	2	0	SI	3	Periodo
AUXILIAR12	EJERCICIO	7	SMALLINT	2	0	SI	4	Ejercicio
AUXILIAR12	NUM_CTA	37	VARCHAR	21	0	NO	5	Numero de la cuenta
AUXILIAR12	FECHA_POL	35	TIMESTAMP	8	0	NO	6	Fecha de registro
AUXILIAR12	CONCEP_PO	37	VARCHAR	120	0	NO	7	Concepto
AUXILIAR12	DEBE_HABER	37	VARCHAR	1	0	NO	8	Abono o cargo
AUXILIAR12	MONTOMOV	27	DOUBLE PRECISION	8	0	NO	9	Monto movimiento
AUXILIAR12	NUMDEPTO	7	SMALLINT	2	0	NO	10	Numero depto
AUXILIAR12	TIPCAMBIO	27	DOUBLE PRECISION	8	0	NO	11	Tipo cambio
AUXILIAR12	CONTRAPAR	7	SMALLINT	2	0	NO	12	Contrapartida
AUXILIAR12	ORDEN	8	INTEGER	4	0	NO	13	orden de la partida
AUXILIAR12	CCOSTOS	8	INTEGER	4	0	NO	14	Centro de costos
AUXILIAR12	CGRUPOS	8	INTEGER	4	0	NO	15	Grupos
AUXILIAR12	IDINFADIPAR	8	INTEGER	4	0	NO	16	numero de registro de forma de pago
AUXILIAR12	IDUUID	8	INTEGER	4	0	NO	17	Numero de registro de comprobantes
AUXILIAR13	TIPO_POLI	37	VARCHAR	2	0	SI	0	Tipo
AUXILIAR13	NUM_POLIZ	37	VARCHAR	5	0	SI	1	Numero
AUXILIAR13	NUM_PART	27	DOUBLE PRECISION	8	0	SI	2	Numero de la partida
AUXILIAR13	PERIODO	7	SMALLINT	2	0	SI	3	Periodo
AUXILIAR13	EJERCICIO	7	SMALLINT	2	0	SI	4	Ejercicio
AUXILIAR13	NUM_CTA	37	VARCHAR	21	0	NO	5	Numero de la cuenta
AUXILIAR13	FECHA_POL	35	TIMESTAMP	8	0	NO	6	Fecha de registro
AUXILIAR13	CONCEP_PO	37	VARCHAR	120	0	NO	7	Concepto
AUXILIAR13	DEBE_HABER	37	VARCHAR	1	0	NO	8	Abono o cargo
AUXILIAR13	MONTOMOV	27	DOUBLE PRECISION	8	0	NO	9	Monto movimiento
AUXILIAR13	NUMDEPTO	7	SMALLINT	2	0	NO	10	Numero depto
AUXILIAR13	TIPCAMBIO	27	DOUBLE PRECISION	8	0	NO	11	Tipo cambio
AUXILIAR13	CONTRAPAR	7	SMALLINT	2	0	NO	12	Contrapartida
AUXILIAR13	ORDEN	8	INTEGER	4	0	NO	13	orden de la partida
AUXILIAR13	CCOSTOS	8	INTEGER	4	0	NO	14	Centro de costos
AUXILIAR13	CGRUPOS	8	INTEGER	4	0	NO	15	Grupos
AUXILIAR13	IDINFADIPAR	8	INTEGER	4	0	NO	16	numero de registro de forma de pago
AUXILIAR13	IDUUID	8	INTEGER	4	0	NO	17	Numero de registro de comprobantes
AUXILIAR14	TIPO_POLI	37	VARCHAR	2	0	SI	0	Tipo
AUXILIAR14	NUM_POLIZ	37	VARCHAR	5	0	SI	1	Numero
AUXILIAR14	NUM_PART	27	DOUBLE PRECISION	8	0	SI	2	Numero de la partida
AUXILIAR14	PERIODO	7	SMALLINT	2	0	SI	3	Periodo
AUXILIAR14	EJERCICIO	7	SMALLINT	2	0	SI	4	Ejercicio
AUXILIAR14	NUM_CTA	37	VARCHAR	21	0	NO	5	Numero de la cuenta
AUXILIAR14	FECHA_POL	35	TIMESTAMP	8	0	NO	6	Fecha de registro
AUXILIAR14	CONCEP_PO	37	VARCHAR	120	0	NO	7	Concepto
AUXILIAR14	DEBE_HABER	37	VARCHAR	1	0	NO	8	Abono o cargo
AUXILIAR14	MONTOMOV	27	DOUBLE PRECISION	8	0	NO	9	Monto movimiento
AUXILIAR14	NUMDEPTO	7	SMALLINT	2	0	NO	10	Numero depto
AUXILIAR14	TIPCAMBIO	27	DOUBLE PRECISION	8	0	NO	11	Tipo cambio
AUXILIAR14	CONTRAPAR	7	SMALLINT	2	0	NO	12	Contrapartida
AUXILIAR14	ORDEN	8	INTEGER	4	0	NO	13	orden de la partida
AUXILIAR14	CCOSTOS	8	INTEGER	4	0	NO	14	Centro de costos
AUXILIAR14	CGRUPOS	8	INTEGER	4	0	NO	15	Grupos
AUXILIAR14	IDINFADIPAR	8	INTEGER	4	0	NO	16	numero de registro de forma de pago
AUXILIAR14	IDUUID	8	INTEGER	4	0	NO	17	Numero de registro de comprobantes
AUXILIAR15	TIPO_POLI	37	VARCHAR	2	0	SI	0	Tipo
AUXILIAR15	NUM_POLIZ	37	VARCHAR	5	0	SI	1	Numero
AUXILIAR15	NUM_PART	27	DOUBLE PRECISION	8	0	SI	2	Numero de la partida
AUXILIAR15	PERIODO	7	SMALLINT	2	0	SI	3	Periodo
AUXILIAR15	EJERCICIO	7	SMALLINT	2	0	SI	4	Ejercicio
AUXILIAR15	NUM_CTA	37	VARCHAR	21	0	NO	5	Numero de la cuenta
AUXILIAR15	FECHA_POL	35	TIMESTAMP	8	0	NO	6	Fecha de registro
AUXILIAR15	CONCEP_PO	37	VARCHAR	120	0	NO	7	Concepto
AUXILIAR15	DEBE_HABER	37	VARCHAR	1	0	NO	8	Abono o cargo
AUXILIAR15	MONTOMOV	27	DOUBLE PRECISION	8	0	NO	9	Monto movimiento
AUXILIAR15	NUMDEPTO	7	SMALLINT	2	0	NO	10	Numero depto
AUXILIAR15	TIPCAMBIO	27	DOUBLE PRECISION	8	0	NO	11	Tipo cambio
AUXILIAR15	CONTRAPAR	7	SMALLINT	2	0	NO	12	Contrapartida
AUXILIAR15	ORDEN	8	INTEGER	4	0	NO	13	orden de la partida
AUXILIAR15	CCOSTOS	8	INTEGER	4	0	NO	14	Centro de costos
AUXILIAR15	CGRUPOS	8	INTEGER	4	0	NO	15	Grupos
AUXILIAR15	IDINFADIPAR	8	INTEGER	4	0	NO	16	numero de registro de forma de pago
AUXILIAR15	IDUUID	8	INTEGER	4	0	NO	17	Numero de registro de comprobantes
AUXILIAR16	TIPO_POLI	37	VARCHAR	2	0	SI	0	Tipo
AUXILIAR16	NUM_POLIZ	37	VARCHAR	5	0	SI	1	Numero
AUXILIAR16	NUM_PART	27	DOUBLE PRECISION	8	0	SI	2	Numero de la partida
AUXILIAR16	PERIODO	7	SMALLINT	2	0	SI	3	Periodo
AUXILIAR16	EJERCICIO	7	SMALLINT	2	0	SI	4	Ejercicio
AUXILIAR16	NUM_CTA	37	VARCHAR	21	0	NO	5	Numero de la cuenta
AUXILIAR16	FECHA_POL	35	TIMESTAMP	8	0	NO	6	Fecha de registro
AUXILIAR16	CONCEP_PO	37	VARCHAR	120	0	NO	7	Concepto
AUXILIAR16	DEBE_HABER	37	VARCHAR	1	0	NO	8	Abono o cargo
AUXILIAR16	MONTOMOV	27	DOUBLE PRECISION	8	0	NO	9	Monto movimiento
AUXILIAR16	NUMDEPTO	7	SMALLINT	2	0	NO	10	Numero depto
AUXILIAR16	TIPCAMBIO	27	DOUBLE PRECISION	8	0	NO	11	Tipo cambio
AUXILIAR16	CONTRAPAR	7	SMALLINT	2	0	NO	12	Contrapartida
AUXILIAR16	ORDEN	8	INTEGER	4	0	NO	13	orden de la partida
AUXILIAR16	CCOSTOS	8	INTEGER	4	0	NO	14	Centro de costos
AUXILIAR16	CGRUPOS	8	INTEGER	4	0	NO	15	Grupos
AUXILIAR16	IDINFADIPAR	8	INTEGER	4	0	NO	16	numero de registro de forma de pago
AUXILIAR16	IDUUID	8	INTEGER	4	0	NO	17	Numero de registro de comprobantes
AUXILIAR17	TIPO_POLI	37	VARCHAR	2	0	SI	0	Tipo
AUXILIAR17	NUM_POLIZ	37	VARCHAR	5	0	SI	1	Numero
AUXILIAR17	NUM_PART	27	DOUBLE PRECISION	8	0	SI	2	Numero de la partida
AUXILIAR17	PERIODO	7	SMALLINT	2	0	SI	3	Periodo
AUXILIAR17	EJERCICIO	7	SMALLINT	2	0	SI	4	Ejercicio
AUXILIAR17	NUM_CTA	37	VARCHAR	21	0	NO	5	Numero de la cuenta
AUXILIAR17	FECHA_POL	35	TIMESTAMP	8	0	NO	6	Fecha de registro
AUXILIAR17	CONCEP_PO	37	VARCHAR	120	0	NO	7	Concepto
AUXILIAR17	DEBE_HABER	37	VARCHAR	1	0	NO	8	Abono o cargo
AUXILIAR17	MONTOMOV	27	DOUBLE PRECISION	8	0	NO	9	Monto movimiento
AUXILIAR17	NUMDEPTO	7	SMALLINT	2	0	NO	10	Numero depto
AUXILIAR17	TIPCAMBIO	27	DOUBLE PRECISION	8	0	NO	11	Tipo cambio
AUXILIAR17	CONTRAPAR	7	SMALLINT	2	0	NO	12	Contrapartida
AUXILIAR17	ORDEN	8	INTEGER	4	0	NO	13	orden de la partida
AUXILIAR17	CCOSTOS	8	INTEGER	4	0	NO	14	Centro de costos
AUXILIAR17	CGRUPOS	8	INTEGER	4	0	NO	15	Grupos
AUXILIAR17	IDINFADIPAR	8	INTEGER	4	0	NO	16	numero de registro de forma de pago
AUXILIAR17	IDUUID	8	INTEGER	4	0	NO	17	Numero de registro de comprobantes
AUXILIAR18	TIPO_POLI	37	VARCHAR	2	0	SI	0	Tipo
AUXILIAR18	NUM_POLIZ	37	VARCHAR	5	0	SI	1	Numero
AUXILIAR18	NUM_PART	27	DOUBLE PRECISION	8	0	SI	2	Numero de la partida
AUXILIAR18	PERIODO	7	SMALLINT	2	0	SI	3	Periodo
AUXILIAR18	EJERCICIO	7	SMALLINT	2	0	SI	4	Ejercicio
AUXILIAR18	NUM_CTA	37	VARCHAR	21	0	NO	5	Numero de la cuenta
AUXILIAR18	FECHA_POL	35	TIMESTAMP	8	0	NO	6	Fecha de registro
AUXILIAR18	CONCEP_PO	37	VARCHAR	120	0	NO	7	Concepto
AUXILIAR18	DEBE_HABER	37	VARCHAR	1	0	NO	8	Abono o cargo
AUXILIAR18	MONTOMOV	27	DOUBLE PRECISION	8	0	NO	9	Monto movimiento
AUXILIAR18	NUMDEPTO	7	SMALLINT	2	0	NO	10	Numero depto
AUXILIAR18	TIPCAMBIO	27	DOUBLE PRECISION	8	0	NO	11	Tipo cambio
AUXILIAR18	CONTRAPAR	7	SMALLINT	2	0	NO	12	Contrapartida
AUXILIAR18	ORDEN	8	INTEGER	4	0	NO	13	orden de la partida
AUXILIAR18	CCOSTOS	8	INTEGER	4	0	NO	14	Centro de costos
AUXILIAR18	CGRUPOS	8	INTEGER	4	0	NO	15	Grupos
AUXILIAR18	IDINFADIPAR	8	INTEGER	4	0	NO	16	numero de registro de forma de pago
AUXILIAR18	IDUUID	8	INTEGER	4	0	NO	17	Numero de registro de comprobantes
AUXILIAR19	TIPO_POLI	37	VARCHAR	2	0	SI	0	Tipo
AUXILIAR19	NUM_POLIZ	37	VARCHAR	5	0	SI	1	Numero
AUXILIAR19	NUM_PART	27	DOUBLE PRECISION	8	0	SI	2	Numero de la partida
AUXILIAR19	PERIODO	7	SMALLINT	2	0	SI	3	Periodo
AUXILIAR19	EJERCICIO	7	SMALLINT	2	0	SI	4	Ejercicio
AUXILIAR19	NUM_CTA	37	VARCHAR	21	0	NO	5	Numero de la cuenta
AUXILIAR19	FECHA_POL	35	TIMESTAMP	8	0	NO	6	Fecha de registro
AUXILIAR19	CONCEP_PO	37	VARCHAR	120	0	NO	7	Concepto
AUXILIAR19	DEBE_HABER	37	VARCHAR	1	0	NO	8	Abono o cargo
AUXILIAR19	MONTOMOV	27	DOUBLE PRECISION	8	0	NO	9	Monto movimiento
AUXILIAR19	NUMDEPTO	7	SMALLINT	2	0	NO	10	Numero depto
AUXILIAR19	TIPCAMBIO	27	DOUBLE PRECISION	8	0	NO	11	Tipo cambio
AUXILIAR19	CONTRAPAR	7	SMALLINT	2	0	NO	12	Contrapartida
AUXILIAR19	ORDEN	8	INTEGER	4	0	NO	13	orden de la partida
AUXILIAR19	CCOSTOS	8	INTEGER	4	0	NO	14	Centro de costos
AUXILIAR19	CGRUPOS	8	INTEGER	4	0	NO	15	Grupos
AUXILIAR19	IDINFADIPAR	8	INTEGER	4	0	NO	16	numero de registro de forma de pago
AUXILIAR19	IDUUID	8	INTEGER	4	0	NO	17	Numero de registro de comprobantes
AUXILIAR20	TIPO_POLI	37	VARCHAR	2	0	SI	0	Tipo
AUXILIAR20	NUM_POLIZ	37	VARCHAR	5	0	SI	1	Numero
AUXILIAR20	NUM_PART	27	DOUBLE PRECISION	8	0	SI	2	Numero de la partida
AUXILIAR20	PERIODO	7	SMALLINT	2	0	SI	3	Periodo
AUXILIAR20	EJERCICIO	7	SMALLINT	2	0	SI	4	Ejercicio
AUXILIAR20	NUM_CTA	37	VARCHAR	21	0	NO	5	Numero de la cuenta
AUXILIAR20	FECHA_POL	35	TIMESTAMP	8	0	NO	6	Fecha de registro
AUXILIAR20	CONCEP_PO	37	VARCHAR	120	0	NO	7	Concepto
AUXILIAR20	DEBE_HABER	37	VARCHAR	1	0	NO	8	Abono o cargo
AUXILIAR20	MONTOMOV	27	DOUBLE PRECISION	8	0	NO	9	Monto movimiento
AUXILIAR20	NUMDEPTO	7	SMALLINT	2	0	NO	10	Numero depto
AUXILIAR20	TIPCAMBIO	27	DOUBLE PRECISION	8	0	NO	11	Tipo cambio
AUXILIAR20	CONTRAPAR	7	SMALLINT	2	0	NO	12	Contrapartida
AUXILIAR20	ORDEN	8	INTEGER	4	0	NO	13	orden de la partida
AUXILIAR20	CCOSTOS	8	INTEGER	4	0	NO	14	Centro de costos
AUXILIAR20	CGRUPOS	8	INTEGER	4	0	NO	15	Grupos
AUXILIAR20	IDINFADIPAR	8	INTEGER	4	0	NO	16	numero de registro de forma de pago
AUXILIAR20	IDUUID	8	INTEGER	4	0	NO	17	Numero de registro de comprobantes
AUXILIAR21	TIPO_POLI	37	VARCHAR	2	0	SI	0	Tipo
AUXILIAR21	NUM_POLIZ	37	VARCHAR	5	0	SI	1	Numero
AUXILIAR21	NUM_PART	27	DOUBLE PRECISION	8	0	SI	2	Numero de la partida
AUXILIAR21	PERIODO	7	SMALLINT	2	0	SI	3	Periodo
AUXILIAR21	EJERCICIO	7	SMALLINT	2	0	SI	4	Ejercicio
AUXILIAR21	NUM_CTA	37	VARCHAR	21	0	NO	5	Numero de la cuenta
AUXILIAR21	FECHA_POL	35	TIMESTAMP	8	0	NO	6	Fecha de registro
AUXILIAR21	CONCEP_PO	37	VARCHAR	120	0	NO	7	Concepto
AUXILIAR21	DEBE_HABER	37	VARCHAR	1	0	NO	8	Abono o cargo
AUXILIAR21	MONTOMOV	27	DOUBLE PRECISION	8	0	NO	9	Monto movimiento
AUXILIAR21	NUMDEPTO	7	SMALLINT	2	0	NO	10	Numero depto
AUXILIAR21	TIPCAMBIO	27	DOUBLE PRECISION	8	0	NO	11	Tipo cambio
AUXILIAR21	CONTRAPAR	7	SMALLINT	2	0	NO	12	Contrapartida
AUXILIAR21	ORDEN	8	INTEGER	4	0	NO	13	orden de la partida
AUXILIAR21	CCOSTOS	8	INTEGER	4	0	NO	14	Centro de costos
AUXILIAR21	CGRUPOS	8	INTEGER	4	0	NO	15	Grupos
AUXILIAR21	IDINFADIPAR	8	INTEGER	4	0	NO	16	numero de registro de forma de pago
AUXILIAR21	IDUUID	8	INTEGER	4	0	NO	17	Numero de registro de comprobantes
AUXILIAR22	TIPO_POLI	37	VARCHAR	2	0	SI	0	Tipo
AUXILIAR22	NUM_POLIZ	37	VARCHAR	5	0	SI	1	Numero
AUXILIAR22	NUM_PART	27	DOUBLE PRECISION	8	0	SI	2	Numero de la partida
AUXILIAR22	PERIODO	7	SMALLINT	2	0	SI	3	Periodo
AUXILIAR22	EJERCICIO	7	SMALLINT	2	0	SI	4	Ejercicio
AUXILIAR22	NUM_CTA	37	VARCHAR	21	0	NO	5	Numero de la cuenta
AUXILIAR22	FECHA_POL	35	TIMESTAMP	8	0	NO	6	Fecha de registro
AUXILIAR22	CONCEP_PO	37	VARCHAR	120	0	NO	7	Concepto
AUXILIAR22	DEBE_HABER	37	VARCHAR	1	0	NO	8	Abono o cargo
AUXILIAR22	MONTOMOV	27	DOUBLE PRECISION	8	0	NO	9	Monto movimiento
AUXILIAR22	NUMDEPTO	7	SMALLINT	2	0	NO	10	Numero depto
AUXILIAR22	TIPCAMBIO	27	DOUBLE PRECISION	8	0	NO	11	Tipo cambio
AUXILIAR22	CONTRAPAR	7	SMALLINT	2	0	NO	12	Contrapartida
AUXILIAR22	ORDEN	8	INTEGER	4	0	NO	13	orden de la partida
AUXILIAR22	CCOSTOS	8	INTEGER	4	0	NO	14	Centro de costos
AUXILIAR22	CGRUPOS	8	INTEGER	4	0	NO	15	Grupos
AUXILIAR22	IDINFADIPAR	8	INTEGER	4	0	NO	16	numero de registro de forma de pago
AUXILIAR22	IDUUID	8	INTEGER	4	0	NO	17	Numero de registro de comprobantes
AUXILIAR23	TIPO_POLI	37	VARCHAR	2	0	SI	0	Tipo
AUXILIAR23	NUM_POLIZ	37	VARCHAR	5	0	SI	1	Numero
AUXILIAR23	NUM_PART	27	DOUBLE PRECISION	8	0	SI	2	Numero de la partida
AUXILIAR23	PERIODO	7	SMALLINT	2	0	SI	3	Periodo
AUXILIAR23	EJERCICIO	7	SMALLINT	2	0	SI	4	Ejercicio
AUXILIAR23	NUM_CTA	37	VARCHAR	21	0	NO	5	Numero de la cuenta
AUXILIAR23	FECHA_POL	35	TIMESTAMP	8	0	NO	6	Fecha de registro
AUXILIAR23	CONCEP_PO	37	VARCHAR	120	0	NO	7	Concepto
AUXILIAR23	DEBE_HABER	37	VARCHAR	1	0	NO	8	Abono o cargo
AUXILIAR23	MONTOMOV	27	DOUBLE PRECISION	8	0	NO	9	Monto movimiento
AUXILIAR23	NUMDEPTO	7	SMALLINT	2	0	NO	10	Numero depto
AUXILIAR23	TIPCAMBIO	27	DOUBLE PRECISION	8	0	NO	11	Tipo cambio
AUXILIAR23	CONTRAPAR	7	SMALLINT	2	0	NO	12	Contrapartida
AUXILIAR23	ORDEN	8	INTEGER	4	0	NO	13	orden de la partida
AUXILIAR23	CCOSTOS	8	INTEGER	4	0	NO	14	Centro de costos
AUXILIAR23	CGRUPOS	8	INTEGER	4	0	NO	15	Grupos
AUXILIAR23	IDINFADIPAR	8	INTEGER	4	0	NO	16	numero de registro de forma de pago
AUXILIAR23	IDUUID	8	INTEGER	4	0	NO	17	Numero de registro de comprobantes
AUXILIAR24	TIPO_POLI	37	VARCHAR	2	0	SI	0	Tipo
AUXILIAR24	NUM_POLIZ	37	VARCHAR	5	0	SI	1	Numero
AUXILIAR24	NUM_PART	27	DOUBLE PRECISION	8	0	SI	2	Numero de la partida
AUXILIAR24	PERIODO	7	SMALLINT	2	0	SI	3	Periodo
AUXILIAR24	EJERCICIO	7	SMALLINT	2	0	SI	4	Ejercicio
AUXILIAR24	NUM_CTA	37	VARCHAR	21	0	NO	5	Numero de la cuenta
AUXILIAR24	FECHA_POL	35	TIMESTAMP	8	0	NO	6	Fecha de registro
AUXILIAR24	CONCEP_PO	37	VARCHAR	120	0	NO	7	Concepto
AUXILIAR24	DEBE_HABER	37	VARCHAR	1	0	NO	8	Abono o cargo
AUXILIAR24	MONTOMOV	27	DOUBLE PRECISION	8	0	NO	9	Monto movimiento
AUXILIAR24	NUMDEPTO	7	SMALLINT	2	0	NO	10	Numero depto
AUXILIAR24	TIPCAMBIO	27	DOUBLE PRECISION	8	0	NO	11	Tipo cambio
AUXILIAR24	CONTRAPAR	7	SMALLINT	2	0	NO	12	Contrapartida
AUXILIAR24	ORDEN	8	INTEGER	4	0	NO	13	orden de la partida
AUXILIAR24	CCOSTOS	8	INTEGER	4	0	NO	14	Centro de costos
AUXILIAR24	CGRUPOS	8	INTEGER	4	0	NO	15	Grupos
AUXILIAR24	IDINFADIPAR	8	INTEGER	4	0	NO	16	numero de registro de forma de pago
AUXILIAR24	IDUUID	8	INTEGER	4	0	NO	17	Numero de registro de comprobantes
AUXILIAR25	TIPO_POLI	37	VARCHAR	2	0	SI	0	Tipo
AUXILIAR25	NUM_POLIZ	37	VARCHAR	5	0	SI	1	Numero
AUXILIAR25	NUM_PART	27	DOUBLE PRECISION	8	0	SI	2	Numero de la partida
AUXILIAR25	PERIODO	7	SMALLINT	2	0	SI	3	Periodo
AUXILIAR25	EJERCICIO	7	SMALLINT	2	0	SI	4	Ejercicio
AUXILIAR25	NUM_CTA	37	VARCHAR	21	0	NO	5	Numero de la cuenta
AUXILIAR25	FECHA_POL	35	TIMESTAMP	8	0	NO	6	Fecha de registro
AUXILIAR25	CONCEP_PO	37	VARCHAR	120	0	NO	7	Concepto
AUXILIAR25	DEBE_HABER	37	VARCHAR	1	0	NO	8	Abono o cargo
AUXILIAR25	MONTOMOV	27	DOUBLE PRECISION	8	0	NO	9	Monto movimiento
AUXILIAR25	NUMDEPTO	7	SMALLINT	2	0	NO	10	Numero depto
AUXILIAR25	TIPCAMBIO	27	DOUBLE PRECISION	8	0	NO	11	Tipo cambio
AUXILIAR25	CONTRAPAR	7	SMALLINT	2	0	NO	12	Contrapartida
AUXILIAR25	ORDEN	8	INTEGER	4	0	NO	13	orden de la partida
AUXILIAR25	CCOSTOS	8	INTEGER	4	0	NO	14	Centro de costos
AUXILIAR25	CGRUPOS	8	INTEGER	4	0	NO	15	Grupos
AUXILIAR25	IDINFADIPAR	8	INTEGER	4	0	NO	16	numero de registro de forma de pago
AUXILIAR25	IDUUID	8	INTEGER	4	0	NO	17	Numero de registro de comprobantes
CCOSTOS	ID	8	INTEGER	4	0	SI	0	Identificador
CCOSTOS	DESCRIPCION	37	VARCHAR	40	0	NO	1	Descripcion
CGRUPOS	ID	8	INTEGER	4	0	SI	0	Identificador
CGRUPOS	DESCRIPCION	37	VARCHAR	40	0	NO	1	Descripcion
COMPLEMENTOSPAGOS	UUIDTIMBREPAGO	37	VARCHAR	36	0	SI	0	UUID del complemento de pago
COMPLEMENTOSPAGOS	SERIE	37	VARCHAR	25	0	NO	1	Serie del complemento
COMPLEMENTOSPAGOS	FOLIO	37	VARCHAR	40	0	NO	2	Folio del complemento
COMPLEMENTOSPAGOS	FECHA	35	TIMESTAMP	8	0	NO	3	Fecha del complemento
COMPLEMENTOSPAGOS	RFCEMISOR	37	VARCHAR	36	0	NO	4	RFC emisor 
COMPLEMENTOSPAGOS	NOMBREEMISOR	37	VARCHAR	300	0	NO	5	Nombre del emisor
COMPLEMENTOSPAGOS	MONTO	27	DOUBLE PRECISION	8	0	NO	6	Monto total de los importes de los pagos 
COMPLEMENTOSPAGOS	TIPO_POLI	37	VARCHAR	2	0	NO	7	Tipo
COMPLEMENTOSPAGOS	NUM_POLIZ	37	VARCHAR	5	0	NO	8	Numero
COMPLEMENTOSPAGOS	PERIODO	7	SMALLINT	2	0	NO	9	Periodo
COMPLEMENTOSPAGOS	EJERCICIO	7	SMALLINT	2	0	NO	10	Ejercicio
COMPLEMENTOSPAGOS	RUTAXML	37	VARCHAR	512	0	NO	11	Ruta del complemento de pago
COMPLEMENTOSPAGOS	XML	261	BLOB ID	8	0	NO	12	XML Complementos de pago
CONCEPTO	CONCEPTO	8	INTEGER	4	0	SI	0	Conepto
CONCEPTO	DESCRIP	37	VARCHAR	120	0	NO	1	Descripcion
CONTROL	CTCONCEPTOS	8	INTEGER	4	0	NO	0	Numero de control para conceptos
CONTROL	CTDEPTOS	8	INTEGER	4	0	NO	1	Numero de control para deptos
CONTROL	CTMONEDAS	8	INTEGER	4	0	NO	2	Numero de control para monedas
CONTROL	CTRANGOS	8	INTEGER	4	0	NO	3	Numero de control para rangos
CONTROL	CTTIPACTIV	8	INTEGER	4	0	NO	4	Numero de control para activos
CONTROL	CTREGPOL	8	INTEGER	4	0	NO	5	Numero de control para polizas
CONTROL	VERBASDAT	8	INTEGER	4	0	NO	6	Numero de control para la version del la DB
CONTROL	CCOSTOS	8	INTEGER	4	0	NO	7	Numero de control para centro de costos
CONTROL	CGRUPOS	8	INTEGER	4	0	NO	8	Numero de control para grupos
CONTROL	CTCONCIETU	8	INTEGER	4	0	NO	9	Numero de control para conceptos IETU
CONTROL	CTCONCIVAT	8	INTEGER	4	0	NO	10	Numero de control para conceptos IVA trasladado
CONTROL	CTCONCIVAA	8	INTEGER	4	0	NO	11	Numero de control para conceptos IVA acreditable
CONTROL	CTINFADIPAR	8	INTEGER	4	0	NO	12	Numero de control para informacion de pago
CONTROL	CTUUIDCOMP	8	INTEGER	4	0	NO	13	Numero de control para informacion de comprobantes
CONTROL	CTIDOTROSIMP	8	INTEGER	4	0	NO	14	Numero de control para operaciones con terceros
CONTROL	CTIDOTROSIMPING	8	INTEGER	4	0	NO	15	Numero de control para ingresos cobrados
CONTROL	ULTIMADESC_LISTANEGRA	35	TIMESTAMP	8	0	NO	16	
CONTROL	CTUNIF	8	INTEGER	4	0	NO	17	
CONTROL	CTUEDOFINNIF	8	INTEGER	4	0	NO	18	
CTAING	CUENTA	37	VARCHAR	21	0	SI	0	Numero de cuenta
CTAING	TIPO	37	VARCHAR	1	0	NO	1	Tipo
CTAING	RFCIDFISC	37	VARCHAR	40	0	NO	2	RFC fiscal
CTAING	IVADEFAULT	27	DOUBLE PRECISION	8	0	NO	3	IVA default
CTAING	PORCENTAJEIVA	27	DOUBLE PRECISION	8	0	NO	4	Porcentaje de IVA
CTAING	PORCENTAJEISR	27	DOUBLE PRECISION	8	0	NO	5	Porcentaje de ISR
CTAING	INCLUYEIVA	7	SMALLINT	2	0	NO	6	Indica si incluye o no IVA
CTAING	IDCONCEP	8	INTEGER	4	0	NO	7	Identificador del concepto
CTAING	IDCONCEPIVAT	8	INTEGER	4	0	NO	8	dentificador del concepto de iva trasladado
CTANIF	ID_NIF	8	INTEGER	4	0	SI	0	ID del rubro NIF
CTANIF	CUENTA	37	VARCHAR	21	0	SI	1	Numero de cuenta contable asociada
CTARUB	RUBRO	8	INTEGER	4	0	SI	0	Rubro
CTARUB	CUENTA	37	VARCHAR	21	0	SI	1	Cuenta
CTARUB	SEGPAPA	37	VARCHAR	21	0	NO	2	Cuenta papa
CTAS_PRODSERV	CVE_PRODSERV	37	VARCHAR	8	0	SI	0	Clave del producto o servicio SAT, solo caracteres numericos
CTAS_PRODSERV	NUM_CTA_VENTA	37	VARCHAR	21	0	NO	1	Numero de cuenta contable para comprobantes de ventas
CTAS_PRODSERV	NUM_CTA_COMPRA	37	VARCHAR	21	0	NO	2	Numero de cuenta contable para comprobantes de compras 
CTATER	CUENTA	37	VARCHAR	21	0	SI	0	Numero de cuenta
CTATER	TIPO	37	VARCHAR	1	0	NO	1	Tipo
CTATER	RFCIDFISC	37	VARCHAR	40	0	NO	2	RFC fiscal
CTATER	IVADEFAULT	27	DOUBLE PRECISION	8	0	NO	3	Iva default
