sheet,cell,row,col,formula_a1,formula_r1c1,value_if_any
PPvsREal,X8,8,24,"=SUMIF(DN!$B:$B,PPvsREal!$C$8,DN!X:X)","=SUMIF(DN!$B:R8C3,DN!X:X)","=SUMIF(DN!$B:$B,PPvsREal!$C$8,DN!X:X)"
PPvsREal,Y8,8,25,"=SUMIF(DN!$B:$B,PPvsREal!$C$8,DN!Y:Y)","=SUMIF(DN!$B:R8C3,DN!Y:Y)","=SUMIF(DN!$B:$B,PPvsREal!$C$8,DN!Y:Y)"
PPvsREal,Z8,8,26,"=SUMIF(DN!$B:$B,PPvsREal!$C$8,DN!Z:Z)","=SUMIF(DN!$B:R8C3,DN!Z:Z)","=SUMIF(DN!$B:$B,PPvsREal!$C$8,DN!Z:Z)"
PPvsREal,AA8,8,27,"=SUMIF(DN!$B:$B,PPvsREal!$C$8,DN!AA:AA)","=SUMIF(DN!$B:R8C3,DN!AA:AA)","=SUMIF(DN!$B:$B,PPvsREal!$C$8,DN!AA:AA)"
PPvsREal,D9,9,4,"=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!D:D)","=SUMIF(Comités!$B:R9C3,Comités!D:D)","=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!D:D)"
PPvsREal,E9,9,5,"=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!E:E)","=SUMIF(Comités!$B:R9C3,Comités!E:E)","=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!E:E)"
PPvsREal,F9,9,6,"=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!F:F)","=SUMIF(Comités!$B:R9C3,Comités!F:F)","=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!F:F)"
PPvsREal,G9,9,7,"=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!G:G)","=SUMIF(Comités!$B:R9C3,Comités!G:G)","=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!G:G)"
PPvsREal,H9,9,8,"=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!H:H)","=SUMIF(Comités!$B:R9C3,Comités!H:H)","=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!H:H)"
PPvsREal,I9,9,9,"=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!I:I)","=SUMIF(Comités!$B:R9C3,Comités!I:I)","=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!I:I)"
PPvsREal,J9,9,10,"=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!J:J)","=SUMIF(Comités!$B:R9C3,Comités!J:J)","=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!J:J)"
PPvsREal,K9,9,11,"=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!K:K)","=SUMIF(Comités!$B:R9C3,Comités!K:K)","=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!K:K)"
PPvsREal,L9,9,12,"=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!L:L)","=SUMIF(Comités!$B:R9C3,Comités!L:L)","=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!L:L)"
PPvsREal,M9,9,13,"=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!M:M)","=SUMIF(Comités!$B:R9C3,Comités!M:M)","=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!M:M)"
PPvsREal,N9,9,14,"=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!N:N)","=SUMIF(Comités!$B:R9C3,Comités!N:N)","=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!N:N)"
PPvsREal,O9,9,15,"=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!O:O)","=SUMIF(Comités!$B:R9C3,Comités!O:O)","=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!O:O)"
PPvsREal,P9,9,16,"=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!P:P)","=SUMIF(Comités!$B:R9C3,Comités!P:P)","=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!P:P)"
PPvsREal,Q9,9,17,"=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!Q:Q)","=SUMIF(Comités!$B:R9C3,Comités!Q:Q)","=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!Q:Q)"
PPvsREal,R9,9,18,"=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!R:R)","=SUMIF(Comités!$B:R9C3,Comités!R:R)","=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!R:R)"
PPvsREal,S9,9,19,"=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!S:S)","=SUMIF(Comités!$B:R9C3,Comités!S:S)","=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!S:S)"
PPvsREal,T9,9,20,"=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!T:T)","=SUMIF(Comités!$B:R9C3,Comités!T:T)","=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!T:T)"
PPvsREal,U9,9,21,"=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!U:U)","=SUMIF(Comités!$B:R9C3,Comités!U:U)","=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!U:U)"
PPvsREal,V9,9,22,"=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!V:V)","=SUMIF(Comités!$B:R9C3,Comités!V:V)","=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!V:V)"
PPvsREal,W9,9,23,"=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!W:W)","=SUMIF(Comités!$B:R9C3,Comités!W:W)","=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!W:W)"
PPvsREal,X9,9,24,"=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!X:X)","=SUMIF(Comités!$B:R9C3,Comités!X:X)","=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!X:X)"
PPvsREal,Y9,9,25,"=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!Y:Y)","=SUMIF(Comités!$B:R9C3,Comités!Y:Y)","=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!Y:Y)"
PPvsREal,Z9,9,26,"=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!Z:Z)","=SUMIF(Comités!$B:R9C3,Comités!Z:Z)","=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!Z:Z)"
PPvsREal,AA9,9,27,"=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!AA:AA)","=SUMIF(Comités!$B:R9C3,Comités!AA:AA)","=SUMIF(Comités!$B:$B,PPvsREal!$C$9,Comités!AA:AA)"
PPvsREal,D10,10,4,"=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!D:D)","=SUMIF(Comités!$B:R10C3,Comités!D:D)","=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!D:D)"
PPvsREal,E10,10,5,"=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!E:E)","=SUMIF(Comités!$B:R10C3,Comités!E:E)","=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!E:E)"
PPvsREal,F10,10,6,"=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!F:F)","=SUMIF(Comités!$B:R10C3,Comités!F:F)","=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!F:F)"
PPvsREal,G10,10,7,"=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!G:G)","=SUMIF(Comités!$B:R10C3,Comités!G:G)","=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!G:G)"
PPvsREal,H10,10,8,"=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!H:H)","=SUMIF(Comités!$B:R10C3,Comités!H:H)","=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!H:H)"
PPvsREal,I10,10,9,"=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!I:I)","=SUMIF(Comités!$B:R10C3,Comités!I:I)","=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!I:I)"
PPvsREal,J10,10,10,"=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!J:J)","=SUMIF(Comités!$B:R10C3,Comités!J:J)","=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!J:J)"
PPvsREal,K10,10,11,"=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!K:K)","=SUMIF(Comités!$B:R10C3,Comités!K:K)","=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!K:K)"
PPvsREal,L10,10,12,"=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!L:L)","=SUMIF(Comités!$B:R10C3,Comités!L:L)","=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!L:L)"
PPvsREal,M10,10,13,"=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!M:M)","=SUMIF(Comités!$B:R10C3,Comités!M:M)","=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!M:M)"
PPvsREal,N10,10,14,"=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!N:N)","=SUMIF(Comités!$B:R10C3,Comités!N:N)","=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!N:N)"
PPvsREal,O10,10,15,"=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!O:O)","=SUMIF(Comités!$B:R10C3,Comités!O:O)","=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!O:O)"
PPvsREal,P10,10,16,"=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!P:P)","=SUMIF(Comités!$B:R10C3,Comités!P:P)","=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!P:P)"
PPvsREal,Q10,10,17,"=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!Q:Q)","=SUMIF(Comités!$B:R10C3,Comités!Q:Q)","=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!Q:Q)"
PPvsREal,R10,10,18,"=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!R:R)","=SUMIF(Comités!$B:R10C3,Comités!R:R)","=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!R:R)"
PPvsREal,S10,10,19,"=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!S:S)","=SUMIF(Comités!$B:R10C3,Comités!S:S)","=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!S:S)"
PPvsREal,T10,10,20,"=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!T:T)","=SUMIF(Comités!$B:R10C3,Comités!T:T)","=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!T:T)"
PPvsREal,U10,10,21,"=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!U:U)","=SUMIF(Comités!$B:R10C3,Comités!U:U)","=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!U:U)"
PPvsREal,V10,10,22,"=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!V:V)","=SUMIF(Comités!$B:R10C3,Comités!V:V)","=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!V:V)"
PPvsREal,W10,10,23,"=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!W:W)","=SUMIF(Comités!$B:R10C3,Comités!W:W)","=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!W:W)"
PPvsREal,X10,10,24,"=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!X:X)","=SUMIF(Comités!$B:R10C3,Comités!X:X)","=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!X:X)"
PPvsREal,Y10,10,25,"=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!Y:Y)","=SUMIF(Comités!$B:R10C3,Comités!Y:Y)","=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!Y:Y)"
PPvsREal,Z10,10,26,"=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!Z:Z)","=SUMIF(Comités!$B:R10C3,Comités!Z:Z)","=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!Z:Z)"
PPvsREal,AA10,10,27,"=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!AA:AA)","=SUMIF(Comités!$B:R10C3,Comités!AA:AA)","=SUMIF(Comités!$B:$B,PPvsREal!$C$10,Comités!AA:AA)"
PPvsREal,D11,11,4,"=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!D:D)","=SUMIF(Comités!$B:R11C3,Comités!D:D)","=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!D:D)"
PPvsREal,E11,11,5,"=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!E:E)","=SUMIF(Comités!$B:R11C3,Comités!E:E)","=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!E:E)"
PPvsREal,F11,11,6,"=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!F:F)","=SUMIF(Comités!$B:R11C3,Comités!F:F)","=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!F:F)"
PPvsREal,G11,11,7,"=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!G:G)","=SUMIF(Comités!$B:R11C3,Comités!G:G)","=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!G:G)"
PPvsREal,H11,11,8,"=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!H:H)","=SUMIF(Comités!$B:R11C3,Comités!H:H)","=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!H:H)"
PPvsREal,I11,11,9,"=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!I:I)","=SUMIF(Comités!$B:R11C3,Comités!I:I)","=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!I:I)"
PPvsREal,J11,11,10,"=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!J:J)","=SUMIF(Comités!$B:R11C3,Comités!J:J)","=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!J:J)"
PPvsREal,K11,11,11,"=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!K:K)","=SUMIF(Comités!$B:R11C3,Comités!K:K)","=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!K:K)"
PPvsREal,L11,11,12,"=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!L:L)","=SUMIF(Comités!$B:R11C3,Comités!L:L)","=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!L:L)"
PPvsREal,M11,11,13,"=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!M:M)","=SUMIF(Comités!$B:R11C3,Comités!M:M)","=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!M:M)"
PPvsREal,N11,11,14,"=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!N:N)","=SUMIF(Comités!$B:R11C3,Comités!N:N)","=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!N:N)"
PPvsREal,O11,11,15,"=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!O:O)","=SUMIF(Comités!$B:R11C3,Comités!O:O)","=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!O:O)"
PPvsREal,P11,11,16,"=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!P:P)","=SUMIF(Comités!$B:R11C3,Comités!P:P)","=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!P:P)"
PPvsREal,Q11,11,17,"=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!Q:Q)","=SUMIF(Comités!$B:R11C3,Comités!Q:Q)","=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!Q:Q)"
PPvsREal,R11,11,18,"=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!R:R)","=SUMIF(Comités!$B:R11C3,Comités!R:R)","=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!R:R)"
PPvsREal,S11,11,19,"=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!S:S)","=SUMIF(Comités!$B:R11C3,Comités!S:S)","=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!S:S)"
PPvsREal,T11,11,20,"=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!T:T)","=SUMIF(Comités!$B:R11C3,Comités!T:T)","=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!T:T)"
PPvsREal,U11,11,21,"=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!U:U)","=SUMIF(Comités!$B:R11C3,Comités!U:U)","=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!U:U)"
PPvsREal,V11,11,22,"=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!V:V)","=SUMIF(Comités!$B:R11C3,Comités!V:V)","=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!V:V)"
PPvsREal,W11,11,23,"=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!W:W)","=SUMIF(Comités!$B:R11C3,Comités!W:W)","=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!W:W)"
PPvsREal,X11,11,24,"=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!X:X)","=SUMIF(Comités!$B:R11C3,Comités!X:X)","=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!X:X)"
PPvsREal,Y11,11,25,"=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!Y:Y)","=SUMIF(Comités!$B:R11C3,Comités!Y:Y)","=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!Y:Y)"
PPvsREal,Z11,11,26,"=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!Z:Z)","=SUMIF(Comités!$B:R11C3,Comités!Z:Z)","=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!Z:Z)"
PPvsREal,AA11,11,27,"=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!AA:AA)","=SUMIF(Comités!$B:R11C3,Comités!AA:AA)","=SUMIF(Comités!$B:$B,PPvsREal!$C$11,Comités!AA:AA)"
PPvsREal,D12,12,4,"=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!D:D)","=SUMIF(Comités!$B:R12C3,Comités!D:D)","=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!D:D)"
PPvsREal,E12,12,5,"=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!E:E)","=SUMIF(Comités!$B:R12C3,Comités!E:E)","=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!E:E)"
PPvsREal,F12,12,6,"=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!F:F)","=SUMIF(Comités!$B:R12C3,Comités!F:F)","=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!F:F)"
PPvsREal,G12,12,7,"=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!G:G)","=SUMIF(Comités!$B:R12C3,Comités!G:G)","=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!G:G)"
PPvsREal,H12,12,8,"=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!H:H)","=SUMIF(Comités!$B:R12C3,Comités!H:H)","=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!H:H)"
PPvsREal,I12,12,9,"=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!I:I)","=SUMIF(Comités!$B:R12C3,Comités!I:I)","=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!I:I)"
PPvsREal,J12,12,10,"=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!J:J)","=SUMIF(Comités!$B:R12C3,Comités!J:J)","=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!J:J)"
PPvsREal,K12,12,11,"=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!K:K)","=SUMIF(Comités!$B:R12C3,Comités!K:K)","=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!K:K)"
PPvsREal,L12,12,12,"=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!L:L)","=SUMIF(Comités!$B:R12C3,Comités!L:L)","=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!L:L)"
PPvsREal,M12,12,13,"=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!M:M)","=SUMIF(Comités!$B:R12C3,Comités!M:M)","=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!M:M)"
PPvsREal,N12,12,14,"=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!N:N)","=SUMIF(Comités!$B:R12C3,Comités!N:N)","=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!N:N)"
PPvsREal,O12,12,15,"=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!O:O)","=SUMIF(Comités!$B:R12C3,Comités!O:O)","=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!O:O)"
PPvsREal,P12,12,16,"=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!P:P)","=SUMIF(Comités!$B:R12C3,Comités!P:P)","=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!P:P)"
PPvsREal,Q12,12,17,"=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!Q:Q)","=SUMIF(Comités!$B:R12C3,Comités!Q:Q)","=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!Q:Q)"
PPvsREal,R12,12,18,"=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!R:R)","=SUMIF(Comités!$B:R12C3,Comités!R:R)","=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!R:R)"
PPvsREal,S12,12,19,"=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!S:S)","=SUMIF(Comités!$B:R12C3,Comités!S:S)","=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!S:S)"
PPvsREal,T12,12,20,"=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!T:T)","=SUMIF(Comités!$B:R12C3,Comités!T:T)","=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!T:T)"
PPvsREal,U12,12,21,"=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!U:U)","=SUMIF(Comités!$B:R12C3,Comités!U:U)","=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!U:U)"
PPvsREal,V12,12,22,"=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!V:V)","=SUMIF(Comités!$B:R12C3,Comités!V:V)","=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!V:V)"
PPvsREal,W12,12,23,"=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!W:W)","=SUMIF(Comités!$B:R12C3,Comités!W:W)","=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!W:W)"
PPvsREal,X12,12,24,"=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!X:X)","=SUMIF(Comités!$B:R12C3,Comités!X:X)","=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!X:X)"
PPvsREal,Y12,12,25,"=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!Y:Y)","=SUMIF(Comités!$B:R12C3,Comités!Y:Y)","=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!Y:Y)"
PPvsREal,Z12,12,26,"=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!Z:Z)","=SUMIF(Comités!$B:R12C3,Comités!Z:Z)","=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!Z:Z)"
PPvsREal,AA12,12,27,"=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!AA:AA)","=SUMIF(Comités!$B:R12C3,Comités!AA:AA)","=SUMIF(Comités!$B:$B,PPvsREal!$C$12,Comités!AA:AA)"
PPvsREal,D13,13,4,"=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!D:D)","=SUMIF(Comités!$B:R13C3,Comités!D:D)","=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!D:D)"
PPvsREal,E13,13,5,"=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!E:E)","=SUMIF(Comités!$B:R13C3,Comités!E:E)","=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!E:E)"
PPvsREal,F13,13,6,"=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!F:F)","=SUMIF(Comités!$B:R13C3,Comités!F:F)","=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!F:F)"
PPvsREal,G13,13,7,"=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!G:G)","=SUMIF(Comités!$B:R13C3,Comités!G:G)","=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!G:G)"
PPvsREal,H13,13,8,"=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!H:H)","=SUMIF(Comités!$B:R13C3,Comités!H:H)","=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!H:H)"
PPvsREal,I13,13,9,"=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!I:I)","=SUMIF(Comités!$B:R13C3,Comités!I:I)","=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!I:I)"
PPvsREal,J13,13,10,"=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!J:J)","=SUMIF(Comités!$B:R13C3,Comités!J:J)","=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!J:J)"
PPvsREal,K13,13,11,"=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!K:K)","=SUMIF(Comités!$B:R13C3,Comités!K:K)","=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!K:K)"
PPvsREal,L13,13,12,"=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!L:L)","=SUMIF(Comités!$B:R13C3,Comités!L:L)","=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!L:L)"
PPvsREal,M13,13,13,"=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!M:M)","=SUMIF(Comités!$B:R13C3,Comités!M:M)","=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!M:M)"
PPvsREal,N13,13,14,"=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!N:N)","=SUMIF(Comités!$B:R13C3,Comités!N:N)","=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!N:N)"
PPvsREal,O13,13,15,"=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!O:O)","=SUMIF(Comités!$B:R13C3,Comités!O:O)","=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!O:O)"
PPvsREal,P13,13,16,"=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!P:P)","=SUMIF(Comités!$B:R13C3,Comités!P:P)","=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!P:P)"
PPvsREal,Q13,13,17,"=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!Q:Q)","=SUMIF(Comités!$B:R13C3,Comités!Q:Q)","=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!Q:Q)"
PPvsREal,R13,13,18,"=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!R:R)","=SUMIF(Comités!$B:R13C3,Comités!R:R)","=SUMIF(Comités!$B:$B,PPvsREal!$C$13,Comités!R:R)"
